,id,duration,service,flag,src_bytes,dst_bytes,wrong_fragment,logged_in,num_compromised,num_root,count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,role,AttCat,attType
12074,48976,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,70,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
12075,48986,0,private,SF,1,0,0,0,0,0,21,0.0,0.0,0.0,0.0,0.33,255,45,0.18,0.45,0.0,0.0,0.3,0.0,technician,Probe,satan
12076,48996,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,117,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
12079,49030,0,other,SF,1,0,0,0,0,0,17,0.0,0.0,0.0,0.0,0.12,255,2,0.01,0.2,0.0,0.0,0.32,0.0,technician,Probe,satan
12081,49045,0,private,SF,1,0,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,255,8,0.03,0.41,0.16,0.0,0.21,0.0,superuser,Probe,satan
12084,49065,0,other,SF,5,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.33,255,4,0.02,0.02,0.0,0.0,0.0,0.0,technician,Probe,satan
12085,49074,0,private,SF,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.5,255,3,0.01,0.97,0.03,0.0,0.94,0.0,technician,Probe,satan
12086,49075,0,other,SF,1,0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.23,255,3,0.01,0.15,0.0,0.0,0.48,0.0,superuser,Probe,satan
12095,49096,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,182,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
12102,49152,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,76,1,0.01,0.38,0.08,0.0,0.34,1.0,superuser,Probe,portsweep
12104,49160,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,192,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
12109,49185,1,http,RSTOS0,0,0,0,0,0,0,54,0.8,0.67,0.2,0.33,0.06,255,204,0.8,0.08,0.17,0.01,0.04,0.0,technician,Probe,portsweep
12110,49186,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,73,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
12111,49189,0,private,SF,1,0,0,0,0,0,40,0.0,0.0,0.0,0.0,0.1,255,47,0.18,0.23,0.0,0.0,0.0,0.0,admin,Probe,satan
12124,49232,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,61,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
12125,49235,0,private,REJ,0,0,0,0,0,0,293,0.11,0.0,0.89,1.0,0.0,255,1,0.0,1.0,0.1,0.0,0.89,1.0,admin,Probe,satan
12128,49259,35220,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.58,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
12137,49294,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,160,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
12140,49305,3981,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.69,0.0,0.0,1.0,1.0,admin,Probe,portsweep
12143,49328,12933,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.67,0.0,0.0,1.0,1.0,technician,Probe,portsweep
12146,49346,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,86,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
12148,49352,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,166,1,0.01,0.42,0.0,0.0,0.4,1.0,technician,Probe,portsweep
12151,49359,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,66,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
12155,49370,0,private,SF,1,0,0,0,0,0,146,0.0,0.0,0.0,0.0,0.93,255,204,0.8,0.03,0.0,0.0,0.0,0.0,technician,Probe,satan
12160,49391,0,private,SF,1,0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.07,255,1,0.0,0.27,0.0,0.0,0.0,0.0,superuser,Probe,satan
12162,49404,0,other,S0,0,0,0,0,0,0,509,0.08,1.0,0.91,0.0,0.0,255,1,0.0,1.0,0.11,1.0,0.87,0.0,superuser,Probe,satan
12166,49410,0,other,REJ,0,0,0,0,0,0,511,0.16,0.0,0.82,1.0,0.0,255,1,0.0,1.0,0.19,0.0,0.81,1.0,superuser,Probe,satan
12168,49420,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,17,2,0.06,1.0,0.0,0.0,1.0,1.0,technician,Probe,ipsweep
12178,49460,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,70,2,0.01,1.0,0.0,0.0,0.91,1.0,superuser,Probe,ipsweep
12179,49461,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,186,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
12185,49501,0,private,REJ,0,0,0,0,0,0,2,0.0,0.0,1.0,1.0,0.5,255,1,0.0,0.46,0.13,0.0,0.4,1.0,superuser,Probe,portsweep
12193,49548,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,23,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
12194,49551,0,csnet_ns,REJ,0,0,0,0,0,0,5,0.0,0.0,0.8,1.0,0.2,255,1,0.0,0.06,0.0,0.0,0.02,1.0,admin,Probe,satan
12195,49553,0,ssh,RSTO,0,0,0,0,0,0,16,0.0,0.0,1.0,1.0,0.06,255,1,0.0,0.05,0.0,0.0,0.85,1.0,technician,Probe,portsweep
12203,49580,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,135,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
12217,49635,38679,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.51,0.0,0.0,1.0,1.0,technician,Probe,portsweep
12223,49654,0,eco_i,SF,18,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.5,4,224,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
12225,49662,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,7,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
12228,49676,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,255,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
12231,49707,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,255,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
12236,49720,4,ssh,RSTO,0,15,0,1,0,0,1,0.0,0.0,1.0,1.0,1.0,3,2,0.33,1.0,0.0,0.0,1.0,1.0,admin,Probe,ipsweep
12239,49730,0,private,REJ,0,0,0,0,0,0,198,0.1,0.0,0.89,1.0,0.01,255,1,0.0,0.89,0.07,0.0,0.71,1.0,technician,Probe,satan
12243,49743,12793,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.66,0.0,0.0,1.0,1.0,technician,Probe,portsweep
12244,49744,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,36,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
12249,49770,0,private,SF,1,0,0,0,0,0,16,0.0,0.0,0.0,0.0,0.75,255,12,0.05,0.84,0.03,0.0,0.79,0.0,technician,Probe,satan
12256,49797,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.84,0.0,0.0,0.83,1.0,technician,Probe,portsweep
12266,49829,0,smtp,RSTO,0,79,0,1,0,0,1,0.0,0.0,1.0,1.0,1.0,6,45,0.17,1.0,0.0,0.0,1.0,0.04,superuser,Probe,ipsweep
12277,49866,0,private,SF,1,0,0,0,0,0,27,0.0,0.0,0.0,0.0,0.15,255,7,0.03,0.89,0.03,0.0,0.85,0.0,technician,Probe,satan
12278,49868,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,160,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
12279,49869,0,private,REJ,0,0,0,0,0,0,214,0.01,0.0,0.96,1.0,0.0,255,1,0.0,0.86,0.01,0.0,0.82,1.0,admin,Probe,satan
12281,49879,0,rje,S0,0,0,0,0,0,0,63,0.79,1.0,0.21,0.0,0.05,255,3,0.01,0.09,0.2,1.0,0.05,0.0,superuser,Probe,portsweep
12283,49883,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,131,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
12286,49888,0,private,SF,207,0,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,114,98,0.86,0.02,0.0,0.0,0.0,0.0,technician,Probe,nmap
12295,49919,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,61,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
12297,49925,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,255,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
12303,49960,0,printer,S1,6,40,0,1,0,0,107,0.07,1.0,0.91,0.0,0.01,255,1,0.0,0.68,0.03,1.0,0.39,0.0,technician,Probe,satan
12307,49982,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,62,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
12311,49995,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,168,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
12312,49997,0,private,SF,1,0,0,0,0,0,145,0.0,0.0,0.0,0.0,0.86,255,166,0.65,0.04,0.0,0.0,0.0,0.0,admin,Probe,satan
12318,50012,0,private,SF,1,0,0,0,0,0,16,0.0,0.0,0.0,0.0,1.0,255,87,0.34,0.08,0.0,0.0,0.03,0.0,technician,Probe,satan
12323,50028,0,private,REJ,0,0,0,0,0,0,2,0.0,0.0,1.0,1.0,0.5,255,1,0.0,0.56,0.02,0.0,0.51,1.0,admin,Probe,portsweep
12325,50030,5450,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.74,0.0,0.0,1.0,1.0,admin,Probe,portsweep
12326,50031,0,private,REJ,0,0,0,0,0,0,254,0.1,0.0,0.89,1.0,0.0,255,1,0.0,1.0,0.1,0.0,0.89,1.0,superuser,Probe,satan
12327,50033,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,55,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
12328,50048,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,107,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
12330,50054,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,45,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
12331,50056,4,private,SF,1,5,0,0,0,0,39,0.0,0.0,0.0,0.0,0.36,255,14,0.05,0.62,0.16,0.0,0.44,0.0,technician,Probe,satan
12332,50057,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,31,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
12337,50071,37120,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.5,0.0,0.0,1.0,1.0,admin,Probe,portsweep
12343,50093,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,71,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
12345,50096,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,86,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
12347,50109,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,107,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,nmap
12352,50135,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,49,2,0.02,1.0,0.0,0.0,0.9,1.0,technician,Probe,ipsweep
12364,50174,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,139,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
12390,50279,0,private,SF,1,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.13,255,11,0.04,0.74,0.16,0.0,0.56,0.0,admin,Probe,satan
12396,50304,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,193,1,0.01,0.16,0.0,0.0,0.14,1.0,admin,Probe,portsweep
12400,50314,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,32,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
12418,50363,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,94,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
12425,50393,0,private,SF,1,0,0,0,0,0,34,0.0,0.0,0.0,0.0,0.29,255,16,0.06,0.85,0.1,0.0,0.75,0.0,technician,Probe,satan
12433,50416,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,18,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
12441,50431,0,private,SH,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,83,1,0.01,0.88,0.9,1.0,0.0,0.0,superuser,Probe,nmap
12449,50454,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,67,2,0.01,1.0,0.0,0.0,0.96,1.0,superuser,Probe,ipsweep
12450,50455,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,31,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
12455,50470,0,private,SF,1,0,0,0,0,0,18,0.0,0.0,0.0,0.0,1.0,86,18,0.21,0.06,0.0,0.0,0.0,0.0,superuser,Probe,satan
12456,50472,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,122,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
12458,50475,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,62,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,nmap
12469,50519,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,34,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
12475,50538,29,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,1.0,0.0,0.0,1.0,1.0,technician,Probe,portsweep
12476,50544,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,28,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
12477,50552,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,27,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
12478,50555,0,private,SF,1,0,0,0,0,0,37,0.0,0.0,0.0,0.0,0.35,255,19,0.07,0.84,0.1,0.0,0.73,0.0,superuser,Probe,satan
12484,50581,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,42,2,0.02,1.0,0.0,0.0,0.93,1.0,superuser,Probe,ipsweep
12497,50630,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,183,1,0.01,0.18,0.0,0.0,0.34,1.0,admin,Probe,portsweep
12499,50655,0,private,SF,1,0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.2,255,2,0.01,0.75,0.03,0.0,0.69,0.0,superuser,Probe,satan
12500,50657,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,6,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
12503,50667,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,18,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
12508,50700,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,182,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
12510,50703,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,76,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
12513,50712,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,10,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
12519,50742,0,private,SF,1,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.17,255,45,0.18,0.27,0.0,0.0,0.0,0.0,technician,Probe,satan
12520,50749,0,private,REJ,0,0,0,0,0,0,187,0.1,0.0,0.89,1.0,0.01,255,1,0.0,0.87,0.07,0.0,0.66,1.0,admin,Probe,satan
12527,50788,0,iso_tsap,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.4,0.0,0.0,0.79,1.0,technician,Probe,portsweep
12537,50833,8,login,SF,6,0,0,0,0,0,510,0.2,0.0,0.79,0.0,0.0,255,1,0.0,1.0,0.19,0.0,0.8,0.0,admin,Probe,satan
12542,50849,0,private,REJ,0,0,0,0,0,0,278,0.11,0.0,0.88,1.0,0.0,255,1,0.0,1.0,0.12,0.0,0.87,1.0,admin,Probe,satan
12544,50852,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,17,1,0.06,1.0,0.0,0.0,0.88,1.0,technician,Probe,ipsweep
12547,50859,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,85,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
12548,50862,0,private,SF,1,0,0,0,0,0,22,0.0,0.0,0.0,0.0,0.91,255,23,0.09,0.22,0.0,0.0,0.0,0.0,superuser,Probe,satan
12554,50881,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,94,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
12561,50909,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,60,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
12564,50920,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.41,0.0,0.0,0.81,1.0,technician,Probe,portsweep
12565,50923,0,netbios_ssn,REJ,0,0,0,0,0,0,102,0.01,0.0,0.93,1.0,0.01,227,1,0.0,0.48,0.0,0.0,0.43,1.0,technician,Probe,satan
12568,50930,0,other,S0,0,0,0,0,0,0,511,0.12,1.0,0.88,0.0,0.0,255,1,0.0,1.0,0.12,1.0,0.88,0.0,technician,Probe,satan
12570,50933,0,private,SF,207,0,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,nmap
12571,50936,0,private,SF,1,0,0,0,0,0,163,0.0,0.0,0.0,0.0,0.88,255,177,0.69,0.04,0.0,0.0,0.0,0.0,superuser,Probe,satan
12575,50958,0,private,SF,1,0,0,0,0,0,154,0.0,0.0,0.0,0.0,0.94,255,207,0.81,0.03,0.0,0.0,0.0,0.0,admin,Probe,satan
12582,50991,2,private,RSTR,0,0,0,0,0,0,349,0.0,0.0,1.0,1.0,0.01,255,2,0.01,0.52,0.0,0.0,1.0,1.0,admin,Probe,portsweep
12589,51021,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,116,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
12597,51065,0,other,REJ,0,0,0,0,0,0,510,0.1,0.0,0.9,1.0,0.0,255,1,0.0,1.0,0.06,0.0,0.94,1.0,superuser,Probe,satan
12604,51090,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,70,2,0.01,1.0,0.0,0.0,0.97,1.0,superuser,Probe,ipsweep
12605,51094,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,230,1,0.0,0.57,0.0,0.0,0.57,1.0,technician,Probe,portsweep
12606,51097,20983,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.62,0.0,0.0,1.0,1.0,admin,Probe,portsweep
12611,51116,0,private,REJ,0,0,0,0,0,0,2,0.0,0.0,1.0,1.0,0.5,255,1,0.0,0.24,0.0,0.0,0.22,1.0,superuser,Probe,portsweep
12612,51117,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,15,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
12631,51236,0,systat,REJ,0,0,0,0,0,0,52,0.0,0.0,0.96,1.0,0.02,170,1,0.01,0.37,0.0,0.0,0.31,1.0,admin,Probe,satan
12636,51245,8595,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.7,0.0,0.0,1.0,1.0,technician,Probe,portsweep
12640,51278,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,129,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
12652,51319,0,private,SF,1,0,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,76,8,0.11,0.07,0.0,0.0,0.0,0.0,technician,Probe,satan
12657,51334,17499,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.73,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
12659,51338,0,private,SF,1,0,0,0,0,0,35,0.0,0.0,0.0,0.0,0.74,255,37,0.15,0.22,0.0,0.0,0.0,0.0,superuser,Probe,satan
12678,51409,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,121,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
12679,51413,0,private,SF,1,0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.08,255,1,0.0,0.31,0.0,0.0,0.0,0.0,superuser,Probe,satan
12688,51451,0,other,REJ,0,0,0,0,0,0,509,0.08,0.0,0.91,1.0,0.0,255,1,0.0,1.0,0.14,0.0,0.84,1.0,technician,Probe,satan
12690,51458,22105,private,RSTR,1,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.74,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
12701,51495,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,255,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
12702,51500,39458,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.5,0.0,0.0,1.0,1.0,technician,Probe,portsweep
12717,51536,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,9,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
12720,51542,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,94,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,nmap
12724,51562,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,52,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
12727,51573,17005,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.7,0.0,0.0,1.0,1.0,technician,Probe,portsweep
12729,51576,0,private,SF,1,0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.54,255,7,0.03,0.79,0.1,0.0,0.65,0.0,technician,Probe,satan
12732,51599,0,other,REJ,0,0,0,0,0,0,387,0.09,0.0,0.9,1.0,0.0,255,1,0.0,1.0,0.11,0.0,0.89,1.0,technician,Probe,satan
12733,51600,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,83,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
12734,51602,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,149,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
12752,51675,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,43,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
12766,51730,0,ftp_data,REJ,0,0,0,0,0,0,511,0.07,0.0,0.92,1.0,0.0,255,1,0.0,1.0,0.13,0.0,0.85,1.0,technician,Probe,satan
12770,51737,0,smtp,SF,1710,375,0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,179,126,0.35,0.39,0.0,0.0,0.31,0.0,technician,Probe,satan
12771,51742,0,private,REJ,0,0,0,0,0,0,144,0.06,0.0,0.93,1.0,0.01,255,1,0.0,0.76,0.03,0.0,0.54,1.0,admin,Probe,satan
12778,51766,3,netbios_ns,RSTR,0,0,0,0,0,0,306,0.0,0.0,1.0,1.0,0.01,255,2,0.01,0.52,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
12779,51767,0,private,SF,1,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.04,255,1,0.0,0.5,0.16,0.0,0.31,0.0,superuser,Probe,satan
12781,51772,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,99,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
12785,51798,1,private,RSTOS0,0,0,0,0,0,0,78,0.78,0.67,0.22,0.33,0.04,255,3,0.01,0.11,0.24,0.67,0.07,0.33,technician,Probe,portsweep
12797,51848,0,pop_2,REJ,0,0,0,0,0,0,501,0.06,0.0,0.93,1.0,0.0,255,1,0.0,1.0,0.08,0.0,0.91,1.0,technician,Probe,satan
12799,51859,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,38,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
12805,51872,0,private,SF,1,0,0,0,0,0,9,0.0,0.0,0.0,0.0,0.89,255,8,0.03,0.23,0.0,0.0,0.0,0.0,admin,Probe,satan
12807,51880,0,private,REJ,0,0,0,0,0,0,6,0.0,0.0,1.0,1.0,0.17,255,1,0.0,0.36,0.0,0.0,0.11,1.0,admin,Probe,satan
